0.090800,0.033180,0.489900,0.000000,-0.283200,0.959100
-0.630900,-0.480800,-0.605400,-0.688100,-0.684300,-0.241400
0.635600,-0.393400,-0.588300,0.983600,0.178600,-0.025440
-0.632700,-0.476600,0.296900,-0.917500,-0.139500,0.372500
-0.630600,0.496100,0.549400,-0.788700,0.603000,0.119700
0.635800,-0.476600,0.200500,0.977000,-0.213300,0.000000
-0.027850,-0.400000,-0.162500,0.000000,1.000000,0.000000
0.629300,0.493500,0.566600,0.701700,0.690900,0.173700
-0.453100,0.004918,0.424700,0.000000,0.258700,-0.966000
0.621500,-0.002869,0.408600,0.005199,0.258800,-0.965900
-0.120900,0.487100,0.609000,0.000000,0.843100,0.537700
-0.134900,-0.400000,0.352600,0.000037,-0.966000,-0.258700
0.146600,-0.456400,-0.616300,0.000000,0.000000,-1.000000
-0.481500,-0.482700,-0.148500,0.000000,-1.000000,0.000000
0.432800,-0.482700,-0.197400,0.000000,-1.000000,0.000000
0.279300,-0.341400,0.389500,0.000000,-0.262300,0.965000
-0.251200,-0.482700,-0.483600,0.000000,-1.000000,0.000000
0.251300,0.379800,0.582700,0.000000,-0.258900,0.965900
0.209500,-0.482700,0.088800,0.000000,-1.000000,0.000000
-0.202400,0.198600,0.476600,0.000000,0.256800,-0.966500
-0.355900,-0.482700,0.144600,0.000000,-1.000000,0.000000
-0.174400,-0.106000,0.453600,-0.000068,-0.261800,0.965100
0.370000,0.121400,0.513500,0.000000,-0.258700,0.966000
-0.411200,-0.314600,0.397700,-0.000071,-0.259600,0.965700
0.565400,-0.287400,0.404500,-0.013120,-0.289000,0.957200
-0.635700,0.220400,0.473500,-0.963700,0.032330,-0.265100
0.195500,-0.386400,-0.350900,0.000310,1.000000,-0.000823
-0.376900,0.384800,0.584100,0.000000,-0.262200,0.965000
-0.090670,-0.482700,0.102800,0.000000,-1.000000,0.000000
-0.503800,-0.386500,-0.393400,0.001825,0.041110,-0.999200
-0.635700,-0.177200,0.375000,-1.000000,0.001000,-0.008639
0.384000,-0.482700,-0.511500,0.000000,-1.000000,0.000000
0.614300,0.247700,0.475700,-0.000646,0.256700,-0.966500
-0.634900,-0.394400,0.040810,-0.934200,0.356200,-0.018820
0.633100,-0.386000,-0.065430,0.325500,0.945600,0.000000
0.633200,-0.388700,-0.332300,0.763700,0.645600,-0.000202
0.055900,-0.210400,0.424600,0.000000,-0.261800,0.965100
0.370000,-0.103800,0.395600,0.000000,0.261200,-0.965300
0.027980,0.292000,0.501600,0.000000,0.258800,-0.965900
-0.270600,-0.386300,-0.254300,0.043890,0.831000,0.554500
-0.038410,-0.386100,-0.409500,0.182800,0.966300,0.181300
0.084410,-0.475900,0.306800,0.000000,-0.107200,0.994200
0.404900,-0.482700,0.249300,0.000000,-1.000000,0.000000
0.209500,-0.482700,-0.141500,0.000000,-1.000000,0.000000
0.432800,-0.400000,0.039950,0.000000,1.000000,0.000000
-0.272200,-0.482700,-0.057780,0.000000,-1.000000,0.000000
-0.425700,-0.407500,-0.616300,0.000000,0.000000,-1.000000
-0.069730,-0.482700,-0.602200,0.000000,-1.000000,-0.004001
0.426400,0.490600,0.540800,0.000000,0.259000,-0.965900
-0.418700,0.193400,0.532800,0.000000,-0.255800,0.966700
0.076850,0.484800,0.539300,-0.000022,0.256000,-0.966700
-0.635700,-0.476600,-0.267200,-0.970200,-0.242400,0.000000
0.195500,0.198600,0.476600,0.000000,0.256800,-0.966500
-0.635600,0.025610,0.485100,-0.926200,-0.118100,0.358100
0.425800,0.298000,0.560800,0.000000,-0.255700,0.966800
-0.453600,-0.400000,0.012030,0.000000,1.000000,0.000000
0.055910,-0.482700,-0.022880,0.000000,-1.000000,0.000000
0.449800,-0.385400,-0.373700,-0.000182,0.999900,-0.014190
-0.485600,-0.385400,0.245000,-0.000141,1.000000,-0.007618
-0.342000,-0.149600,0.383400,0.000000,0.256500,-0.966500
-0.097660,0.059740,0.439400,0.000000,0.256600,-0.966500
-0.279100,0.044860,0.435400,0.000000,0.260800,-0.965400
-0.300100,-0.442400,0.307400,-0.011920,-0.023920,0.999600
-0.118600,-0.482700,-0.288100,0.000000,-1.000000,0.000000
0.069870,-0.400000,0.151600,0.000000,1.000000,0.000000
0.258300,-0.386400,0.221400,0.000000,1.000000,0.000000
0.062890,-0.482700,-0.281100,0.000000,-1.000000,0.000000
0.209500,-0.105700,0.452700,0.000000,-0.261700,0.965200
-0.537400,0.352300,0.517800,0.000000,0.256700,-0.966500
0.097790,-0.482700,-0.455600,0.000000,-1.000000,0.000000
-0.369900,-0.482700,-0.350900,0.000000,-1.000000,0.000000
0.558500,-0.482700,-0.469600,0.000000,-1.000000,0.000000
-0.209300,-0.247900,0.357000,0.000000,0.256700,-0.966500
-0.216300,0.340400,0.573300,0.000000,-0.261600,0.965200
-0.633200,-0.480700,-0.439300,-0.625400,-0.780300,0.000000
-0.619800,-0.386400,-0.129400,-0.070290,0.997500,0.002188
0.125700,-0.318200,0.324100,0.000000,0.261000,-0.965300
0.530500,0.093610,0.506100,0.000000,-0.258800,0.965900
0.419400,-0.283100,0.333600,0.000000,0.508800,-0.860900
0.293900,-0.390000,-0.612800,-0.003673,0.705100,-0.709100
-0.209300,-0.400600,-0.616300,0.000261,0.066500,-0.997800
0.474700,-0.400600,-0.616300,-0.000043,0.074410,-0.997200
-0.585700,-0.352300,0.387600,0.000080,-0.258500,0.966000
-0.194800,-0.386300,0.202500,0.000000,0.972100,-0.234600
0.621300,-0.482700,-0.190400,0.016610,-0.999900,0.000000
0.531100,-0.138100,0.445000,0.000000,-0.259200,0.965800
0.530600,-0.407500,0.307200,0.000000,0.003548,1.000000
0.307200,-0.400000,-0.050790,0.000000,1.000000,0.000000
0.321700,-0.387700,-0.261200,0.004339,0.944200,0.329400
-0.476900,0.500400,0.560100,0.000000,0.965200,0.261500
-0.125600,-0.400000,-0.043810,0.000000,1.000000,0.000000
-0.285500,0.503100,0.549900,0.001768,0.997600,-0.069370
